"situacao";"dat_alteracao";"codigo";"descricao";"cod_pai";"cod_filhos";"cod_filhos_ativos";"nivel"
"A";"";"1";"Magistrado";"";"3,193,11009,14092,15185,7,11,25,56,63,83,108,113,117,122,133,138,146,151,157,160,163,172,190,206,207,378,817,888,961,968,1008,1013,11792,12067,12092,12093,12141,12144,12163,12164,12185,12206,12208,12210,12299,12300,12307,12318,12320,12332,12359,12387,12425,12432,12444,12455,12477,12647,12736,12765,12768,12769,14230,14231,14681,14702,14730,14733,14776,15061,15082,15084,15086,15162,15163,15164,15203,15205,15206,15223,15229,15232,15244,15366,15409,15490,15495,15500,15505,15510,15587,15621,15622,15625,15626,15627,15693,266,821,12140,12473,269,941,1003,12150,12151,263,264,265,268,270,271,272,275,276,277,278,279,898,947,960,971,11975,12098,12099,12100,12259,14968,14969,14970,14971,14972,14973,15067,15204,15247,15248,15413,15415,15425,352,353,15032,15426,354,355,905,823,824,11393,357,358,12147,335,371,940,373,374,399,400,402,404,788,12036,381,383,128,347,348,349,945,1004,1016,11002,11426,12145,12479,12734,12737,14683,15025,15208,15210,15489,15494,15499,15504,15509,15542,15581,388,389,390,391,392,393,1060,12035,12261,12262,394,1059,799,803,804,429,430,431,12094,12096,12428,12429,12431,12445,12446,12454,15057,15058,432,433,434,12095,12097,12427,12456,15059,15060,15183,175,377,944,11011,12467,12476,12733,15201,15589,332,339,787,818,819,988,990,1002,1017,10963,11395,11415,11423,11554,12148,12149,12308,14682,15078,15079,15486,15491,15496,15501,15506,15538,15580,12180,12181,12182,12183,15539,15540,889,892,11424,15103,15487,15492,15497,15502,15507,334,785,792,11425,12146,15488,15493,15498,15503,15508,15541,15579,15582,15583,1009,1010,1011,1018,1019,12188,12447,15207,15209,1014,1015,1063,10962,11382,12037,12038,12039,12040,12255,12421,12422,12430,12448,12457,12472,12474,12646,12648,15080,15081,15085,15200,15202,15717,12207,12213,12209,12211,12301,12302,12303,12304,12305,12306,15234,15235,12478,15424,12766,12767,15418,15419,14232,14233,14234,14235,15062,15063,15064,15065,15230,15231,15083,15233,218,385,228,230,235,236,244,456,853,10953,10961,11373,11394,11396,12184,12319,12458,12459,12709,15253,15260,15408,472,473,454,457,458,459,460,461,462,463,464,465,11374,11375,11376,11377,11378,11379,11380,11381,12256,12298,12325,12617,14848,15245,15249,15250,15251,12710,12711,12712,12713,12714,12715,12716,12717,12718,12719,12720,12721,12722,12723,12724,14218,15254,15255,15256,15257,15258,15259,15261,15262,15263,15264,15265,15266,196,198,200,202,208,210,212,214,219,220,221,237,238,239,240,241,242,455,466,471,871,884,900,901,972,973,10964,11401,11402,11403,11404,11405,11406,11407,11408,11409,11795,11796,11876,11877,12033,12034,12187,12252,12253,12254,12257,12258,12321,12326,12329,12330,12331,12433,12450,12615,12649,12650,12651,12652,12653,12654,12661,12664,12665,12678,12738,14099,14219,14777,14778,14937,15022,15026,15027,15028,15029,15030,15165,15166,15211,15212,15213,15214,15252,442,443,444,445,10965,12032,12041,12475,446,447,448,449,450,451,452,453,14680,1042,1043,1044,1045,1046,1047,1048,1049,1050,11411,11801,11878,11879,12028,12616,12735,15322,12322,12323,12324,12327,12328,12434,12435,12436,12437,12438,12439,12440,12441,12442,12443,12451,12452,12453,12666,12667,12668,12669,12670,12672,12673,12674,12675,12676,12677,12792,12671,12660,12662,12663,12679,12680,12681,12682,12683,12684,12685,12686,12687,12688,12689,12690,12691,12692,12693,12694,12695,12696,12697,12698,12699,12700,12701,12702,12703,12704,12705,12706,12707,12708,14210,14211,14213,14214,14215,14216,14217,15023,15024,11010,11019,11020,11021,11023,11025,12068,12310,12548,15216,15225,15226,15227,15561,12449,11022,11024,11012,11013,11014,11015,11016,11017,11018,15009,15238,12311,12312,12313,12314,15562,15563,15564,15565,14093,14094,14095";"3,193,11009,14092,15185,7,11,25,56,63,83,108,113,117,122,133,138,146,151,157,160,163,172,190,206,207,378,817,888,961,968,1008,1013,11792,12067,12092,12093,12141,12144,12163,12164,12185,12206,12208,12210,12299,12300,12307,12318,12320,12332,12359,12387,12425,12432,12444,12455,12477,12647,12736,12765,12768,12769,14230,14231,14681,14702,14730,14733,14776,15061,15082,15084,15086,15162,15163,15164,15203,15205,15206,15223,15229,15232,15244,15366,15409,15490,15495,15500,15505,15510,15587,15621,15622,15625,15626,15627,15693,266,821,12140,12473,269,941,1003,12150,12151,263,264,265,268,270,271,272,275,276,277,278,279,898,947,960,971,11975,12098,12099,12100,12259,14968,14969,14970,14971,14972,14973,15067,15204,15247,15248,15413,15415,15425,352,353,15032,15426,354,355,905,823,824,11393,357,358,12147,335,371,940,373,374,399,400,402,404,788,12036,381,383,128,347,348,349,945,1004,1016,11002,11426,12145,12479,12734,12737,14683,15025,15208,15210,15489,15494,15499,15504,15509,15542,15581,388,389,390,391,392,393,1060,12035,12261,12262,394,1059,799,803,804,429,430,431,12094,12096,12428,12429,12431,12445,12446,12454,15057,15058,432,433,434,12095,12097,12427,12456,15059,15060,15183,175,377,944,11011,12467,12476,12733,15201,15589,332,339,787,818,819,988,990,1002,1017,10963,11395,11415,11423,11554,12148,12149,12308,14682,15078,15079,15486,15491,15496,15501,15506,15538,15580,12180,12181,12182,12183,15539,15540,889,892,11424,15103,15487,15492,15497,15502,15507,334,785,792,11425,12146,15488,15493,15498,15503,15508,15541,15579,15582,15583,1009,1010,1011,1018,1019,12188,12447,15207,15209,1014,1015,1063,10962,11382,12037,12038,12039,12040,12255,12421,12422,12430,12448,12457,12472,12474,12646,12648,15080,15081,15085,15200,15202,15717,12207,12213,12209,12211,12301,12302,12303,12304,12305,12306,15234,15235,12478,15424,12766,12767,15418,15419,14232,14233,14234,14235,15062,15063,15064,15065,15230,15231,15083,15233,218,385,228,230,235,236,244,456,853,10953,10961,11373,11394,11396,12184,12319,12458,12459,12709,15253,15260,15408,472,473,454,457,458,459,460,461,462,463,464,465,11374,11375,11376,11377,11378,11379,11380,11381,12256,12298,12325,12617,14848,15245,15249,15250,15251,12710,12711,12712,12713,12714,12715,12716,12717,12718,12719,12720,12721,12722,12723,12724,14218,15254,15255,15256,15257,15258,15259,15261,15262,15263,15264,15265,15266,196,198,200,202,208,210,212,214,219,220,221,237,238,239,240,241,242,455,466,471,871,884,900,901,972,973,10964,11401,11402,11403,11404,11405,11406,11407,11408,11409,11795,11796,11876,11877,12033,12034,12187,12252,12253,12254,12257,12258,12321,12326,12329,12330,12331,12433,12450,12615,12649,12650,12651,12652,12653,12654,12661,12664,12665,12678,12738,14099,14219,14777,14778,14937,15022,15026,15027,15028,15029,15030,15165,15166,15211,15212,15213,15214,15252,442,443,444,445,10965,12032,12041,12475,446,447,448,449,450,451,452,453,14680,1042,1043,1044,1045,1046,1047,1048,1049,1050,11411,11801,11878,11879,12028,12616,12735,15322,12322,12323,12324,12327,12328,12434,12435,12436,12437,12438,12439,12440,12441,12442,12443,12451,12452,12453,12666,12667,12668,12669,12670,12672,12673,12674,12675,12676,12677,12792,12671,12660,12662,12663,12679,12680,12681,12682,12683,12684,12685,12686,12687,12688,12689,12690,12691,12692,12693,12694,12695,12696,12697,12698,12699,12700,12701,12702,12703,12704,12705,12706,12707,12708,14210,14211,14213,14214,14215,14216,14217,15023,15024,11010,11019,11020,11021,11023,11025,12068,12310,12548,15216,15225,15226,15227,15561,12449,11022,11024,11012,11013,11014,11015,11016,11017,11018,15009,15238,12311,12312,12313,12314,15562,15563,15564,15565,14093,14094,14095";"1"
"A";"2009-06-08 17:53:52";"3";"Decisão";"1.0";"7,11,25,56,63,83,108,113,117,122,133,138,146,151,157,160,163,172,190,206,207,378,817,888,961,968,1008,1013,11792,12067,12092,12093,12141,12144,12163,12164,12185,12206,12208,12210,12299,12300,12307,12318,12320,12332,12359,12387,12425,12432,12444,12455,12477,12647,12736,12765,12768,12769,14230,14231,14681,14702,14730,14733,14776,15061,15082,15084,15086,15162,15163,15164,15203,15205,15206,15223,15229,15232,15244,15366,15409,15490,15495,15500,15505,15510,15587,15621,15622,15625,15626,15627,15693,266,821,12140,12473,269,941,1003,12150,12151,263,264,265,268,270,271,272,275,276,277,278,279,898,947,960,971,11975,12098,12099,12100,12259,14968,14969,14970,14971,14972,14973,15067,15204,15247,15248,15413,15415,15425,352,353,15032,15426,354,355,905,823,824,11393,357,358,12147,335,371,940,373,374,399,400,402,404,788,12036,381,383,128,347,348,349,945,1004,1016,11002,11426,12145,12479,12734,12737,14683,15025,15208,15210,15489,15494,15499,15504,15509,15542,15581,388,389,390,391,392,393,1060,12035,12261,12262,394,1059,799,803,804,429,430,431,12094,12096,12428,12429,12431,12445,12446,12454,15057,15058,432,433,434,12095,12097,12427,12456,15059,15060,15183,175,377,944,11011,12467,12476,12733,15201,15589,332,339,787,818,819,988,990,1002,1017,10963,11395,11415,11423,11554,12148,12149,12308,14682,15078,15079,15486,15491,15496,15501,15506,15538,15580,12180,12181,12182,12183,15539,15540,889,892,11424,15103,15487,15492,15497,15502,15507,334,785,792,11425,12146,15488,15493,15498,15503,15508,15541,15579,15582,15583,1009,1010,1011,1018,1019,12188,12447,15207,15209,1014,1015,1063,10962,11382,12037,12038,12039,12040,12255,12421,12422,12430,12448,12457,12472,12474,12646,12648,15080,15081,15085,15200,15202,15717,12207,12213,12209,12211,12301,12302,12303,12304,12305,12306,15234,15235,12478,15424,12766,12767,15418,15419,14232,14233,14234,14235,15062,15063,15064,15065,15230,15231,15083,15233";"7,11,25,83,108,113,117,122,133,138,151,157,160,163,172,190,206,207,378,817,888,961,968,1008,1013,11792,12092,12093,12141,12144,12164,12185,12206,12208,12210,12299,12300,12307,12318,12320,12332,12359,12387,12425,12432,12444,12455,12477,12647,12736,12768,12769,14231,14681,14702,14776,15061,15082,15084,15086,15162,15163,15164,15203,15205,15206,15223,15229,15232,15244,15366,15409,15490,15495,15500,15505,15510,15587,15621,15622,15625,15626,15627,15693,266,821,12140,12473,269,941,1003,12150,12151,263,264,265,268,270,271,272,275,276,277,278,279,898,947,960,971,11975,12098,12099,12100,12259,14968,14969,14970,14971,14972,14973,15067,15204,15247,15248,15413,15415,15425,352,353,15032,15426,354,355,905,823,824,11393,357,358,12147,335,371,940,373,374,399,400,402,404,788,12036,381,383,128,347,348,349,945,1004,1016,11002,11426,12145,12479,12734,12737,14683,15025,15208,15210,15489,15494,15499,15504,15509,15542,15581,388,389,390,391,392,393,1060,12035,12261,12262,394,1059,799,803,804,429,430,431,12094,12096,12428,12429,12431,12445,12446,12454,15057,15058,432,433,434,12095,12097,12427,12456,15059,15060,15183,175,377,944,11011,12467,12476,12733,15201,15589,332,339,787,818,819,988,990,1002,1017,10963,11395,11415,11423,11554,12148,12149,12308,14682,15078,15079,15486,15491,15496,15501,15506,15538,15580,12180,12181,12182,12183,15539,15540,889,892,11424,15103,15487,15492,15497,15502,15507,334,785,792,11425,12146,15488,15493,15498,15503,15508,15541,15579,15582,15583,1009,1010,1011,1018,1019,12188,12447,15207,15209,1014,1015,1063,10962,11382,12037,12038,12039,12040,12255,12421,12422,12430,12448,12457,12472,12474,12646,12648,15080,15081,15085,15200,15202,15717,12207,12213,12209,12211,12301,12302,12303,12304,12305,12306,15234,15235,12478,15424,14232,14233,14234,14235,15062,15063,15064,15065,15230,15231,15083,15233";"2"
"A";"";"7";"Conversão";"3.0";"266,821,12140,12473";"821,12140,12473";"3"
"A";"";"11";"Declaração";"3.0";"269,941,1003,12150,12151";"941,1003,12150,12151";"3"
"A";"";"14";"Serventuário";"";"15,18,48,104,865,12522,16,979,980,478,479,480,481,22,26,36,488,981,982,12296,12297,51,60,67,92,118,123,132,135,137,311,313,417,493,848,849,861,873,893,897,928,970,1051,1052,1061,1062,10966,11003,11008,11383,11384,11385,11983,12065,12066,12101,12102,12103,12142,12143,12165,12186,12189,12198,12214,12215,12260,12263,12269,12276,12281,12284,12289,12292,12315,12316,12317,12606,12607,12614,12618,12619,12621,12622,12623,12655,12657,12658,12659,12759,14091,14212,14732,14736,14737,14738,14739,14901,14902,14974,14999,15000,15092,15102,15186,15417,15530,15531,15585,15695,15696,15718,15719,15725,15730,85,581,245,246,14997,14998,12624,12739,12740,12741,12742,12743,12744,12745,12746,12747,12749,12750,12751,12752,12753,14096,15045,15049,15050,15188,15427,15569,15237,12748,1053,1054,1055,12104,12105,12106,12309,12108,12110,12111,12114,12115,12107,12109,12112,12113,12116,12166,12173,12167,12168,12169,12170,12171,12172,12174,12175,12176,12177,12178,12179,12199,12203,12204,12205,12272,12273,12274,12275,15021,15420,15421,15422,12200,12201,12202,12212,12264,12267,12268,15728,15729,12265,12266,15547,12270,12271,12277,12278,12279,12280,12282,12283,14961,12285,12286,15721,15726,15727,12287,12288,15246,15548,12290,12291,15101,15168,12293,12294,12295,12656,14903,14904,14905,14906,14907,14908,14975,14976,14977,14978,14979,14980,14981,14982,14983,14984,14985,15414,15416,15093,15094,15095,15096,15097,15098,15099,15100,15157,15158,15714,15715,15716,105,115,106,112,985,987,866,867,869,870,977,978,12029,12523,12524,12525,15711,12528,12531,12532,12608,12529,12530,12533,12534,12609,12526,12527,12535,12536,12610,12537,12539,12540,12611,12538,15712,15713";"15,18,48,104,865,12522,16,979,980,478,479,480,481,22,26,36,488,981,982,12296,12297,51,60,67,92,118,123,132,135,137,311,313,417,493,848,849,861,873,893,897,928,970,1051,1052,1061,1062,10966,11003,11008,11383,11384,11385,11983,12065,12066,12101,12102,12103,12142,12143,12165,12186,12189,12198,12214,12215,12260,12263,12269,12276,12281,12284,12289,12292,12315,12316,12317,12606,12607,12614,12618,12619,12621,12622,12623,12655,12657,12658,12659,12759,14091,14212,14732,14736,14737,14738,14739,14901,14902,14974,14999,15000,15092,15102,15186,15417,15530,15531,15585,15695,15696,15718,15719,15725,15730,85,581,245,246,14997,14998,12624,12739,12740,12741,12742,12743,12744,12745,12746,12747,12749,12750,12751,12752,12753,14096,15045,15049,15050,15188,15427,15569,15237,12748,1053,1054,1055,12104,12105,12106,12309,12108,12110,12111,12114,12115,12107,12109,12112,12113,12116,12166,12173,12167,12168,12169,12170,12171,12172,12174,12175,12176,12177,12178,12179,12199,12203,12204,12205,12272,12273,12274,12275,15021,15420,15421,15422,12200,12201,12202,12212,12264,12267,12268,15728,15729,12265,12266,15547,12270,12271,12277,12278,12279,12280,12282,12283,14961,12285,12286,15721,15726,15727,12287,12288,15246,15548,12290,12291,15101,15168,12293,12294,12295,12656,14903,14904,14905,14906,14907,14908,14975,14976,14977,14978,14979,14980,14981,14982,14983,14984,14985,15414,15416,15093,15094,15095,15096,15097,15098,15099,15100,15157,15158,15714,15715,15716,105,115,106,112,985,987,866,867,869,870,977,978,12029,12523,12524,12525,15711,12528,12531,12532,12608,12529,12530,12533,12534,12609,12526,12527,12535,12536,12610,12537,12539,12540,12611,12538,15712,15713";"1"
"A";"";"15";"Contador";"14.0";"16,979,980,478,479,480,481";"16,979,980,478,479,480,481";"2"
"A";"";"16";"Cálculo";"15.0";"478,479,480,481";"478,479,480,481";"3"
"A";"";"18";"Distribuidor";"14.0";"22,26,36,488,981,982,12296,12297";"22,26,36,488,981,982,12296,12297";"2"
"A";"";"22";"Baixa Definitiva";"18.0";"";"";"3"
"A";"";"25";"Suspensão ou Sobrestamento";"3.0";"263,264,265,268,270,271,272,275,276,277,278,279,898,947,960,971,11975,12098,12099,12100,12259,14968,14969,14970,14971,14972,14973,15067,15204,15247,15248,15413,15415,15425";"263,264,265,268,272,275,276,277,898,11975,12098,12099,12100,12259,14968,14969,14970,14971,14972,14973,15067,15204,15247,15248,15413,15415,15425";"3"
"A";"";"26";"Distribuição";"18.0";"";"";"3"
"A";"";"36";"Redistribuição";"18.0";"";"";"3"
"A";"2009-10-01 12:57:48";"48";"Escrivão/Diretor de Secretaria/Secretário Jurídico";"14.0";"51,60,67,92,118,123,132,135,137,311,313,417,493,848,849,861,873,893,897,928,970,1051,1052,1061,1062,10966,11003,11008,11383,11384,11385,11983,12065,12066,12101,12102,12103,12142,12143,12165,12186,12189,12198,12214,12215,12260,12263,12269,12276,12281,12284,12289,12292,12315,12316,12317,12606,12607,12614,12618,12619,12621,12622,12623,12655,12657,12658,12659,12759,14091,14212,14732,14736,14737,14738,14739,14901,14902,14974,14999,15000,15092,15102,15186,15417,15530,15531,15585,15695,15696,15718,15719,15725,15730,85,581,245,246,14997,14998,12624,12739,12740,12741,12742,12743,12744,12745,12746,12747,12749,12750,12751,12752,12753,14096,15045,15049,15050,15188,15427,15569,15237,12748,1053,1054,1055,12104,12105,12106,12309,12108,12110,12111,12114,12115,12107,12109,12112,12113,12116,12166,12173,12167,12168,12169,12170,12171,12172,12174,12175,12176,12177,12178,12179,12199,12203,12204,12205,12272,12273,12274,12275,15021,15420,15421,15422,12200,12201,12202,12212,12264,12267,12268,15728,15729,12265,12266,15547,12270,12271,12277,12278,12279,12280,12282,12283,14961,12285,12286,15721,15726,15727,12287,12288,15246,15548,12290,12291,15101,15168,12293,12294,12295,12656,14903,14904,14905,14906,14907,14908,14975,14976,14977,14978,14979,14980,14981,14982,14983,14984,14985,15414,15416,15093,15094,15095,15096,15097,15098,15099,15100,15157,15158,15714,15715,15716";"51,60,67,92,118,123,132,135,137,311,313,493,848,849,861,893,928,970,1051,1052,1061,1062,11003,11008,11383,11384,11385,11983,12066,12103,12142,12143,12165,12186,12189,12198,12214,12215,12260,12263,12269,12276,12281,12284,12289,12292,12315,12606,12607,12614,12619,12621,12622,12623,12655,12657,12658,12659,14091,14212,14732,14736,14737,14738,14739,14901,14974,14999,15000,15092,15102,15186,15417,15530,15531,15585,15695,15696,15718,15719,15725,15730,85,581,245,246,14997,14998,12624,12739,12740,12741,12742,12743,12744,12745,12746,12747,12749,12750,12751,12752,12753,14096,15045,15049,15050,15188,15427,15569,15237,12748,1053,1054,1055,12104,12105,12106,12309,12108,12110,12111,12114,12115,12107,12109,12112,12113,12116,12166,12173,12167,12168,12169,12170,12171,12172,12174,12175,12176,12177,12178,12179,12199,12203,12204,12205,12272,12273,12274,12275,15021,15420,15421,15422,12200,12201,12202,12212,12264,12267,12268,15728,15729,12265,12266,15547,12270,12271,12277,12278,12279,12280,12282,12283,14961,12285,12286,15721,15726,15727,12287,12288,15246,15548,12290,12291,15101,15168,12293,12294,12295,12656,14903,14904,14905,14906,14907,14908,14975,14976,14977,14978,14979,14980,14981,14982,14983,14984,14985,15414,15416,15093,15094,15095,15096,15097,15098,15099,15100,15157,15158,15714,15715,15716";"2"
"A";"";"51";"Conclusão";"48.0";"";"";"3"
"A";"";"60";"Expedição de documento";"48.0";"";"";"3"
"A";"";"67";"Juntada";"48.0";"85,581";"85,581";"3"
"A";"";"83";"Cancelamento da distribuição";"3.0";"";"";"3"
"A";"";"85";"Petição";"67.0";"";"";"4"
"A";"";"92";"Publicação";"48.0";"";"";"3"
"A";"";"104";"Oficial de Justiça";"14.0";"105,115,106,112,985,987";"105,115,106,112,985,987";"2"
"A";"";"105";"Devolução";"104.0";"106,112";"106,112";"3"
"A";"";"106";"Mandado";"105.0";"";"";"4"
"A";"";"108";"Decretação de Prisão Criminal";"3.0";"352,353,15032,15426";"352,353,15032,15426";"3"
"A";"";"112";"Ofício";"105.0";"";"";"4"
"A";"";"113";"Decretação de Prisão Civil";"3.0";"354,355,905";"354,905";"3"
"A";"";"115";"Recebimento";"104.0";"985,987";"985,987";"3"
"A";"";"117";"Decretação de Internação";"3.0";"823,824,11393";"823,11393";"3"
"A";"";"118";"Protocolo de Petição";"48.0";"";"";"3"
"A";"";"122";"Desacolhimento de Prisão";"3.0";"357,358,12147";"357,358,12147";"3"
"A";"";"123";"Remessa";"48.0";"";"";"3"
"A";"";"128";"Prisão";"157.0";"";"";"4"
"A";"";"132";"Recebimento";"48.0";"";"";"3"
"A";"2019-07-04 14:25:16";"133";"Acolhimento de exceção";"3.0";"335,371,940";"335,371,940";"3"
"A";"";"135";"Apensamento";"48.0";"";"";"3"
"A";"";"137";"Desapensamento";"48.0";"";"";"3"
"A";"";"138";"Rejeição";"3.0";"373,374,399,400,402,404,788,12036";"373,374,399,400,402,404,788,12036";"3"
"A";"";"151";"Concessão de efeito suspensivo";"3.0";"381,383";"381,383";"3"
"A";"";"157";"Revogação";"3.0";"128,347,348,349,945,1004,1016,11002,11426,12145,12479,12734,12737,14683,15025,15208,15210,15489,15494,15499,15504,15509,15542,15581";"128,347,348,349,945,1004,1016,12145,12479,12734,12737,14683,15025,15208,15210,15489,15494,15499,15504,15509,15542,15581";"3"
"A";"";"160";"Recebimento";"3.0";"388,389,390,391,392,393,1060,12035,12261,12262,394,1059";"388,389,391,393,1060,12035,12261,394,1059";"3"
"A";"";"163";"Não-Recebimento";"3.0";"799,803,804";"804";"3"
"A";"";"172";"Deliberação da partilha";"3.0";"";"";"3"
"A";"";"190";"Reforma de decisão anterior";"3.0";"";"";"3"
"A";"2013-10-03 16:03:10";"193";"Julgamento";"1.0";"218,385,228,230,235,236,244,456,853,10953,10961,11373,11394,11396,12184,12319,12458,12459,12709,15253,15260,15408,472,473,454,457,458,459,460,461,462,463,464,465,11374,11375,11376,11377,11378,11379,11380,11381,12256,12298,12325,12617,14848,15245,15249,15250,15251,12710,12711,12712,12713,12714,12715,12716,12717,12718,12719,12720,12721,12722,12723,12724,14218,15254,15255,15256,15257,15258,15259,15261,15262,15263,15264,15265,15266,196,198,200,202,208,210,212,214,219,220,221,237,238,239,240,241,242,455,466,471,871,884,900,901,972,973,10964,11401,11402,11403,11404,11405,11406,11407,11408,11409,11795,11796,11876,11877,12033,12034,12187,12252,12253,12254,12257,12258,12321,12326,12329,12330,12331,12433,12450,12615,12649,12650,12651,12652,12653,12654,12661,12664,12665,12678,12738,14099,14219,14777,14778,14937,15022,15026,15027,15028,15029,15030,15165,15166,15211,15212,15213,15214,15252,442,443,444,445,10965,12032,12041,12475,446,447,448,449,450,451,452,453,14680,1042,1043,1044,1045,1046,1047,1048,1049,1050,11411,11801,11878,11879,12028,12616,12735,15322,12322,12323,12324,12327,12328,12434,12435,12436,12437,12438,12439,12440,12441,12442,12443,12451,12452,12453,12666,12667,12668,12669,12670,12672,12673,12674,12675,12676,12677,12792,12671,12660,12662,12663,12679,12680,12681,12682,12683,12684,12685,12686,12687,12688,12689,12690,12691,12692,12693,12694,12695,12696,12697,12698,12699,12700,12701,12702,12703,12704,12705,12706,12707,12708,14210,14211,14213,14214,14215,14216,14217,15023,15024";"218,385,228,230,235,236,244,456,853,10953,10961,11373,11394,11396,12184,12319,12458,12459,12709,15253,15260,15408,472,473,454,457,458,459,460,461,462,463,464,465,11374,11375,11376,11377,11378,11379,11380,11381,12256,12298,12325,12617,14848,15245,15249,15250,15251,12710,12711,12712,12713,12714,12715,12716,12717,12718,12719,12720,12721,12722,12723,12724,14218,15254,15255,15256,15257,15258,15259,15261,15262,15263,15264,15265,15266,196,198,200,202,208,210,212,214,219,220,221,237,238,239,240,241,242,455,466,471,871,884,900,901,972,973,10964,11401,11402,11403,11404,11405,11406,11407,11408,11409,11795,11796,11876,11877,12033,12034,12187,12252,12253,12254,12257,12258,12321,12326,12329,12330,12331,12433,12450,12615,12649,12650,12651,12652,12653,12654,12661,12664,12665,12678,12738,14099,14219,14777,14778,14937,15022,15026,15027,15028,15029,15030,15165,15166,15211,15212,15213,15214,15252,442,443,444,445,10965,12032,12041,12475,446,447,448,449,450,451,452,453,14680,1042,1043,1044,1045,1046,1047,1048,1049,1050,11411,11801,11878,11879,12028,12616,12735,15322,12322,12323,12324,12327,12328,12434,12435,12436,12437,12438,12439,12440,12441,12442,12443,12451,12452,12453,12666,12667,12668,12669,12670,12672,12673,12674,12675,12676,12677,12792,12671,12660,12662,12663,12679,12680,12681,12682,12683,12684,12685,12686,12687,12688,12689,12690,12691,12692,12693,12694,12695,12696,12697,12698,12699,12700,12701,12702,12703,12704,12705,12706,12707,12708,14210,14211,14213,14214,14215,14216,14217,15023,15024";"2"
"A";"";"196";"Extinção da execução ou do cumprimento da sentença";"385.0";"";"";"4"
"A";"";"198";"Acolhimento de Embargos de Declaração";"385.0";"";"";"4"
"A";"";"200";"Não-Acolhimento de Embargos de Declaração";"385.0";"";"";"4"
"A";"";"202";"Decretação de falência";"385.0";"";"";"4"
"A";"2019-07-04 14:28:29";"206";"Admissão";"3.0";"429,430,431,12094,12096,12428,12429,12431,12445,12446,12454,15057,15058";"429,430,431,12094,12096,12428,12429,12431,12445,12446,12454,15057,15058";"3"
"A";"";"207";"Não-Admissão";"3.0";"432,433,434,12095,12097,12427,12456,15059,15060,15183";"432,433,434,12095,12097,12427,12456,15059,15060,15183";"3"
"A";"";"208";"Não-Decretação de Falência";"385.0";"";"";"4"
"A";"";"210";"Concessão";"385.0";"442,443,444,445,10965,12032,12041,12475";"442,443,444,445,12032,12041,12475";"4"
"A";"";"212";"Denegação";"385.0";"446,447,448,449";"446,447,448,449";"4"
"A";"";"214";"Concessão em Parte";"385.0";"450,451,452,453,14680";"450,451,452,453,14680";"4"
"A";"";"218";"Sem Resolução de Mérito";"193.0";"228,230,235,236,244,456,853,10953,10961,11373,11394,11396,12184,12319,12458,12459,12709,15253,15260,15408,472,473,454,457,458,459,460,461,462,463,464,465,11374,11375,11376,11377,11378,11379,11380,11381,12256,12298,12325,12617,14848,15245,15249,15250,15251,12710,12711,12712,12713,12714,12715,12716,12717,12718,12719,12720,12721,12722,12723,12724,14218,15254,15255,15256,15257,15258,15259,15261,15262,15263,15264,15265,15266";"228,230,235,236,456,853,10953,10961,11373,12319,12458,12459,12709,15253,15260,15408,472,473,454,457,458,459,460,461,462,463,464,465,11374,11375,11376,11377,11378,11379,11380,11381,12256,12298,12325,12617,14848,15245,15249,15250,15251,12710,12711,12712,12713,12714,12715,12716,12717,12718,12719,12720,12721,12722,12723,12724,14218,15254,15255,15256,15257,15258,15259,15261,15262,15263,15264,15265,15266";"3"
"A";"";"219";"Procedência";"385.0";"";"";"4"
"A";"";"220";"Improcedência";"385.0";"";"";"4"
"A";"";"221";"Procedência em Parte";"385.0";"";"";"4"
"A";"";"228";"Arquivamento";"218.0";"472,473";"472,473";"4"
"A";"";"230";"Recurso prejudicado";"218.0";"";"";"4"
"A";"2019-02-09 13:37:20";"235";"Não Conhecimento de recurso";"218.0";"";"";"4"
"A";"";"236";"Negação de Seguimento";"218.0";"";"";"4"
"A";"";"237";"Provimento";"385.0";"";"";"4"
"A";"";"238";"Provimento em Parte";"385.0";"";"";"4"
"A";"";"239";"Não-Provimento";"385.0";"";"";"4"
"A";"2021-09-28 15:19:58";"240";"Conhecimento em Parte e Provimento ou Concessão";"385.0";"";"";"4"
"A";"2021-09-28 15:32:18";"241";"Conhecimento em Parte e Provimento em Parte ou Concessão em Parte";"385.0";"";"";"4"
"A";"2021-09-28 15:31:50";"242";"Conhecimento em Parte e Não-Provimento ou Denegação";"385.0";"";"";"4"
"A";"";"245";"Provisório";"861.0";"";"";"4"
"A";"";"246";"Definitivo";"861.0";"";"";"4"
"A";"";"263";"Réu revel citado por edital ";"25.0";"";"";"4"
"A";"";"264";"Suspensão Condicional do Processo";"25.0";"";"";"4"
"A";"";"265";"Recurso Extraordinário com repercussão geral";"25.0";"";"";"4"
"A";"";"268";"Morte ou perda da capacidade";"25.0";"";"";"4"
"A";"";"272";"A depender do julgamento de outra causa, de outro juízo ou declaração incidente";"25.0";"";"";"4"
"A";"";"275";"Força maior";"25.0";"";"";"4"
"A";"2014-02-18 11:55:27";"276";"Execução frustrada";"25.0";"";"";"4"
"A";"2022-06-01 17:27:23";"277";"Convenção das Partes para Satisfação Voluntária da Obrigação em Execução ou Cumprimento de Sentença";"25.0";"";"";"4"
"A";"";"311";"Leilão ou Praça";"48.0";"";"";"3"
"A";"";"313";"Sessão do Tribunal do Júri";"48.0";"";"";"3"
