movimento_nome,codigo,codigo_pai,complemento,movimento,visibilidade_externa,dispositivo_legal,artigo,alteracoes,glossario,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Inclusão em pauta,417,48,"Livre - data, hora e local;",Incluído em pauta para #{data_hora} #{local}.,Sim,,,,Indica a inclusão do processo em pauta de julgamento.,2008-09-30 15:52:47,2016-08-24 16:26:34,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 417,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Inclusão em pauta
Inclusão no Juízo 100% Digital,14736,48,,Autos incluídos no Juízo 100% Digital,Sim,Resolução CNJ 345/2020,,,Movimento a ser usado quando da inclusão dos autos no Juízo 100% Digital.,2021-07-30 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14736,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Inclusão no Juízo 100% Digital
Iniciada Tramitação Direta entre MP e Autoridade Policial,14999,48,,Iniciada a tramitação direta entre MP e autoridade policial,Sim,,,,"Movimentação a ser utilizada nos Inquéritos Policiais e demais procedimentos investigatórios que tramitam diretamente entre o Ministério Público e a autoridade policial, quando tal tramitação for iniciada. Tal movimentação exclui a responsabilidade do Poder Judiciário sobre o tempo de tramitação do feito até a inclusão da movimentação ""Finalizada Tramitação direta entre MP e Autoridade Policial"", também objeto de sugestão de inclusão.",2021-12-03 00:00:00,2021-12-03 16:39:25,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14999,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Iniciada Tramitação Direta entre MP e Autoridade Policial
Iniciada Tramitação Interna do PIC do MP,15530,48,,Iniciada tramitação interna do PIC no MP,Sim,"Resolução CNMP n. 181, de 07 de agosto de 2017",1º,,"Movimentação a ser utilizada no Procedimento Investigatório Criminal (PIC) instaurado por membro do Ministério Público, quando iniciada a tramitação restrita ao âmbito do Parquet. Tal movimentação exclui a responsabilidade do Poder Judiciário sobre o tempo de tramitação do feito até a inclusão da movimentação ""Finalizada Tramitação Interna do PIC no MP"".",2025-03-31 16:26:30,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15530,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Iniciada Tramitação Interna do PIC do MP
Intimação,12263,48,,Intimação,Sim,,,,"Evento destinado ao registro da intimação feita em sistema de processo eletrônico. Lei nº 11.419/2006 - Art. 9o No processo eletrônico, todas as citações, intimações e notificações, inclusive da Fazenda Pública, serão feitas por meio eletrônico, na forma desta Lei; ou através de outro meio que não, oficial de justiça.",2018-06-26 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação
Eletrônica,12264,12263,,Intimação eletrônica,Sim,,,,Indica o registro da intimação realizada por meio eletrônico.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 12264,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Eletrônica
Confirmada,12266,12264,,Confirmada a intimação eletrônica,Sim,,,,Indica o registro da confirmação da intimação realizada por meio eletrônico.,2018-06-26 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 12264 > 12266,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Eletrônica > Confirmada
Erro/Falha na Intimação,15547,12264,,Ocorrido erro/falha na intimação eletrônica,Sim,CPC; Lei 11.419/2006; Resolução CNJ nº 455/2022,193 a 199,,"""Art. 197. ...",2025-06-11 16:38:12,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 12264 > 15547,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Eletrônica > Erro/Falha na Intimação
Expedida/certificada,12265,12264,,Expedida/certificada a intimação eletrônica,Sim,,,,Indica o registro da expedição da intimação a ser realizada por meio eletrônico.,2018-06-26 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 12264 > 12265,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Eletrônica > Expedida/certificada
Em audiência,12267,12263,,Intimado em audiência,Sim,,,,Indica o registro da intimação realizada em audiência.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 12267,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Em audiência
Em Secretaria,12268,12263,,Intimado em Secretaria,Sim,,,,Indica o registro da intimação realizada em secretaria.,2018-06-26 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 12268,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Em Secretaria
Intimação Expedida,15729,12263,,Intimação expedida,Sim,CPC,Diversos,Adicionado nesta versão,"Movimento para registro da expedição ou certificação da intimação de diferentes atores processuais,",2026-04-09 13:56:25,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 15729,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Intimação Expedida
Intimação Realizada,15728,12263,,Intimação Realizada,Sim,CPC,Diversos,Adicionado nesta versão,"Movimento para registro da confirmação da intimação de parte, testemunha, perito, ou qualquer outro ator processual.",2026-04-09 13:52:12,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12263 > 15728,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Intimação Realizada
Juntada,67,48,Identificador - tipo de documento;,juntada de,Sim,,,,Ato de juntar ao processo petição ou documento,2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 67,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Juntada
Documento,581,67,Identificador - tipo de documento;,Juntada de #{tipo_de_documento},Sim,,,,"Registra a juntada aos autos de documento que não seja petição. Tipos de documentos são os constantes da tabela de documentos expedidos. Documentos obrigatórios: mandados e cartas (precatórias, de ordem e rogatória), telegramas e Avisos de Recebimento (AR). Também é obrigatório o documento ""projeto de sentença"", para registro dos projetos de juízes leigos (art. 40 da Lei 9.099/95).",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 67 > 581,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Juntada > Documento
Petição,85,67,Identificador - tipo de documento;,Juntada de Petição de #{tipo_de_documento},Sim,,,,"Registra a juntada aos autos de determinada petição, classificada conforme tabela de petições. Importante o registro corresponder à efetiva data da juntada. Cada tribunal deve criar a sua tabela de petição. São obrigatórios os tipos de recurso para todos os tribunais. Para a Justiça do Trabalho e Juizados Especiais, por não obrigatórias na tabela de classes, devem ser registradas as seguintes petições: embargos à execução, embargos à adjudicação, embargos à arrematação, impugnação ao valor da causa, incidente de falsidade e exceção de incompetência. Os tribunais que não utilizam a classe embargos de declaração, podem fazer o controle através da tabela de petição.",2008-09-30 15:52:47,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 67 > 85,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Juntada > Petição
Leilão ou Praça,311,48,"Livre - data, hora e local; Identificador - Situação;",Leilão ou Praça #{situacao_da_audiencia} em/para #{data_hora} #{local}.,Sim,,,,"O ""ou"" não é excludente. Indica qualquer tipo de hasta pública, seja por que forma for. Situações: designado, redesignado, cancelado, antecipado, realizado e não-realizado. No caso da Justiça Militar, há fundamento no CPPM, art. 205.",2008-09-30 15:52:47,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 311,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Leilão ou Praça
Levantamento da Causa Suspensiva ou de Sobrestamento,14974,48,,Levantada a causa suspensiva ou de sobrestamento,Sim,,,,"Trata-se de uma nova pasta na tabela de movimentos de serventuário, ao qual ficarão associados os respectivos movimentos de resolução de causa de suspensão ou sobrestamento para hipóteses de determinação de suspensão e sobrestamento indicadas na hierarquia de movimentos de Magistrado - Decisão - Suspensão ou Sobrestamento.",2021-12-03 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento
Suspensão/Sobrestamento Determinada por Ação de Controle Concentrado de Constitucionalidade - STF,14982,14974,,Levantada a causa suspensiva ou de sobrestamento por ação de controle concentrado de Constitucionalidade - STF #{classe_acao_controle_constitucionalidade_STF} de número #{numero_classe_controle_constitucionalidade_STF},Sim,,,,"Trata-se de movimento para registrar o levantamento ou resolução da causa de suspensão ou de sobrestamento do processo determinada originalmente por decisão do magistrado, de acordo com as hipóteses previstas na tabela processual unificada de movimentos de magistrados. O lançamento do movimento de Resolução de Causa suspensiva ou de Sobrestamento em suas hipóteses pressupõe a prévia existência no processo do movimento que a determinou originalmente. O lançamento do movimento de Resolução de Causa suspensiva ou de Sobrestamento em suas hipóteses pressupõe a prévia existência no processo do movimento que a determinou originalmente.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14982,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Ação de Controle Concentrado de Constitucionalidade - STF
Suspensão/Sobrestamento Determinada por Controvérsia,14981,14974,,Levantada a Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento Determinada por Controvérsia número #{numero_controversia},Sim,,,,"Trata-se de movimento para registrar o levantamento ou resolução da causa de suspensão ou de sobrestamento do processo determinada originalmente por decisão do magistrado, de acordo com as hipóteses previstas na tabela processual unificada de movimentos de magistrados. O lançamento do movimento de Resolução de Causa suspensiva ou de Sobrestamento em suas hipóteses pressupõe a prévia existência no processo do movimento que a determinou originalmente.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14981,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Controvérsia
Suspensão/Sobrestamento Determinada por Decisão do Presidente do STF - SIRDR,14977,14974,,Levantada Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento Determinada por Decisão do Presidente do STF - SIRDR número #{numero_da_SIRDR},Sim,,,,"Trata-se de uma nova pasta na tabela de movimentos de serventuário, ao qual ficarão associados os respectivos movimentos de resolução de causa de suspensão ou sobrestamento para hipóteses de determinação de suspensão e sobrestamento indicadas na hierarquia de movimentos de Magistrado - Decisão - Suspensão ou Sobrestamento.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14977,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Decisão do Presidente do STF - SIRDR
Suspensão/Sobrestamento Determinada por Decisão do Presidente do STJ - SIRDR,14978,14974,,Levantada a Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento Determinada por Decisão do Presidente do STJ - SIRDR de número #{numero_da_SIRDR},Sim,,,,"Trata-se de uma nova pasta na tabela de movimentos de serventuário, ao qual ficarão associados os respectivos movimentos de resolução de causa de suspensão ou sobrestamento para hipóteses de determinação de suspensão e sobrestamento indicadas na hierarquia de movimentos de Magistrado - Decisão - Suspensão ou Sobrestamento.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14978,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Decisão do Presidente do STJ - SIRDR
Suspensão/Sobrestamento Determinada por Grupo de Representativos,14980,14974,,Levantada a Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento Determinada por Grupo de Representativos do #{sigla_tribunal} de número #{numero_grupo_de_representativos},Sim,,,,"Trata-se de uma nova pasta na tabela de movimentos de serventuário, ao qual ficarão associados os respectivos movimentos de resolução de causa de suspensão ou sobrestamento para hipóteses de determinação de suspensão e sobrestamento indicadas na hierarquia de movimentos de Magistrado - Decisão - Suspensão ou Sobrestamento.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14980,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Grupo de Representativos
Suspensão/Sobrestamento Determinada por Incidente de Assunção de Competência - IAC,14979,14974,,Levantada a Causa Suspensiva de Suspensão ou de Sobrestamento - Suspensão/Sobrestamento Determinada por Incidente de Assunção de Competência - IAC do #{sigla_tribunal} de número #{numero_tema_IAC},Sim,,,,"Trata-se de movimento para registrar o levantamento ou resolução da causa de suspensão ou de sobrestamento do processo determinada originalmente por decisão do magistrado, de acordo com as hipóteses previstas na tabela processual unificada de movimentos de magistrados. O lançamento do movimento de Resolução de Causa suspensiva ou de Sobrestamento em suas hipóteses pressupõe a prévia existência no processo do movimento que a determinou originalmente.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14979,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento Determinada por Incidente de Assunção de Competência - IAC
Suspensão/Sobrestamento por Incidente de Resolução de Demandas Repetitivas,14985,14974,,Levantada a Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento por Incidente de Resolução de Demandas Repetitivas de número #{numero_tema_IRDR},Sim,,,,"Trata-se de movimento para registrar o levantamento ou resolução da causa de suspensão ou de sobrestamento do processo determinada originalmente por decisão do magistrado, de acordo com as hipóteses previstas na tabela processual unificada de movimentos de magistrados. O lançamento do movimento de Resolução de Causa suspensiva ou de Sobrestamento em suas hipóteses pressupõe a prévia existência no processo do movimento que a determinou originalmente.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14985,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Incidente de Resolução de Demandas Repetitivas
Suspensão/Sobrestamento por Recurso Especial Repetitivo,14976,14974,,Levantada a Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento por Recurso Especial Repetitivo de número #{numero_tema_repetitivo},Sim,,,,"Trata-se de uma nova pasta na tabela de movimentos de serventuário, ao qual ficarão associados os respectivos movimentos de resolução de causa de suspensão ou sobrestamento para hipóteses de determinação de suspensão e sobrestamento indicadas na hierarquia de movimentos de Magistrado - Decisão - Suspensão ou Sobrestamento.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14976,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Recurso Especial Repetitivo
Suspensão/Sobrestamento por Recurso Extraordinário com Repercussão Geral,14975,14974,,Levantada a Causa Suspensiva ou de Sobrestamento - Suspensão / Sobrestamento por Recurso Extraordinário com Repercussão Geral de número #{numero_tema_RG},Sim,,,,"Trata-se de uma nova pasta na tabela de movimentos de serventuário, ao qual ficarão associados os respectivos movimentos de resolução de causa de suspensão ou sobrestamento para hipóteses de determinação de suspensão e sobrestamento indicadas na hierarquia de movimentos de Magistrado - Decisão - Suspensão ou Sobrestamento.",2021-12-03 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 14974 > 14975,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Recurso Extraordinário com Repercussão Geral
Migração de Sistema Eletrônico,15417,48,,Migrada a tramitação do processo do sistema eletrônico originário para o outro sistema eletrônico,Sim,,,,Movimento a ser lançado pelo serventuário da Secretaria para registrar a migração da tramitação do processo eletrônico originário outro sistema eletrônico.,2024-09-26 14:51:34,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 15417,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Migração de Sistema Eletrônico
Mudança de Assunto Processual,12143,48,,Alterado o assunto processual,Sim,,,,Indica a mudança de assunto processual,2017-05-05 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12143,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Mudança de Assunto Processual
Mudança de Parte,12142,48,,Alterada a parte,Sim,Código de Processo Civil,110,,"Art. 110. Ocorrendo a morte de qualquer das partes, dar-se-á a sucessão pelo seu espólio ou pelos seus sucessores, observado o disposto no art. 313, §§ 1 o e 2 o .",2017-05-05 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12142,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Mudança de Parte
Pauta,12103,48,,Pauta,Sim,CPC 2015,"357, § 9º; 365, parágrafo único; 933, § 2º; 934; 935; 940; 1.021, § 2º; 1.024, § 1º; 1.038, § 2º; e, 1.067.",,Movimento referente às pautas de Sessões de Julgamentoe de Audiências.,2016-08-24 00:00:00,,,,2,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta
Adiamento do Julgamento para a Primeira Sessão Seguinte,12106,12103,,Adiamento do julgamento para a primeira sessão seguinte,Sim,CPC 2015,935,,"Utilizado quando o processo não pode ser julgado na sessão em que estava pautado e é adiado na forma do CPC, art. 935, parte final, para a primeira sessão de julgamento seguinte do órgão colegiado.",2016-08-24 00:00:00,2024-09-26 13:34:28,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12106,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Adiamento do Julgamento para a Primeira Sessão Seguinte
Inclusão em pauta,12104,12103,,Inclusão em Pauta,Sim,CPC 2015,"357, V, § 9º; 934 e 935",,"Art. 357 ............................................................................ V - designar, se necessário, audiência de instrução e julgamento. .......................................................... § 9 o As pautas deverão ser preparadas com intervalo mínimo de 1 (uma) hora entre as audiências. ........................................................... Art. 934. Em seguida, os autos serão apresentados ao presidente, que designará dia para julgamento, ordenando, em todas as hipóteses previstas neste Livro, a publicação da pauta no órgão oficial. Art. 935. Entre a data de publicação da pauta e a da sessão de julgamento decorrerá, pelo menos, o prazo de 5 (cinco) dias, incluindo-se em nova pauta os processos que não tenham sido julgados, salvo aqueles cujo julgamento tiver sido expressamente adiado para a primeira sessão seguinte. § 1 o Às partes será permitida vista dos autos em cartório após a publicação da pauta de julgamento. § 2 o Afixar-se-á a pauta na entrada da sala em que se realizar a sessão de julgamento.",2016-08-24 00:00:00,,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12104,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em pauta
Para análise da admissão do IRDR,12111,12104,,Inclusão em pauta para análise da admissão do IRDR,Sim,CPC 2015,981 e 982,,"Art. 981. Após a distribuição, o órgão colegiado competente para julgar o incidente procederá ao seu juízo de admissibilidade, considerando a presença dos pressupostos do art. 976. Art. 982. Admitido o incidente, o relator: I - suspenderá os processos pendentes, individuais ou coletivos, que tramitam no Estado ou na região, conforme o caso; II - poderá requisitar informações a órgãos em cujo juízo tramita processo no qual se discute o objeto do incidente, que as prestarão no prazo de 15 (quinze) dias; III - intimará o Ministério Público para, querendo, manifestar-se no prazo de 15 (quinze) dias. § 1 o A suspensão será comunicada aos órgãos jurisdicionais competentes. § 2 o Durante a suspensão, o pedido de tutela de urgência deverá ser dirigido ao juízo onde tramita o processo suspenso. § 3 o Visando à garantia da segurança jurídica, qualquer legitimado mencionado no art. 977, incisos II e III, poderá requerer, ao tribunal competente para conhecer do recurso extraordinário ou especial, a suspensão de todos os processos individuais ou coletivos em curso no território nacional que versem sobre a questão objeto do incidente já instaurado. § 4 o Independentemente dos limites da competência territorial, a parte no processo em curso no qual se discuta a mesma questão objeto do incidente é legitimada para requerer a providência prevista no § 3 o deste artigo. § 5 o Cessa a suspensão a que se refere o inciso I do caput deste artigo se não for interposto recurso especial ou recurso extraordinário contra a decisão proferida no incidente.",2016-08-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12104 > 12111,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em pauta > Para análise da admissão do IRDR
Para análise da admissão do recurso repetitivo,12110,12104,,Inclusão em pauta para análise da admissão do recurso repetitivo,Sim,CPC 2015,1.036,,"Art. 1.036. Sempre que houver multiplicidade de recursos extraordinários ou especiais com fundamento em idêntica questão de direito, haverá afetação para julgamento de acordo com as disposições desta Subseção, observado o disposto no Regimento Interno do Supremo Tribunal Federal e no do Superior Tribunal de Justiça. § 1 o O presidente ou o vice-presidente de tribunal de justiça ou de tribunal regional federal selecionará 2 (dois) ou mais recursos representativos da controvérsia, que serão encaminhados ao Supremo Tribunal Federal ou ao Superior Tribunal de Justiça para fins de afetação, determinando a suspensão do trâmite de todos os processos pendentes, individuais ou coletivos, que tramitem no Estado ou na região, conforme o caso. § 2 o O interessado pode requerer, ao presidente ou ao vice-presidente, que exclua da decisão de sobrestamento e inadmita o recurso especial ou o recurso extraordinário que tenha sido interposto intempestivamente, tendo o recorrente o prazo de 5 (cinco) dias para manifestar-se sobre esse requerimento. § 3 º Da decisão que indeferir o requerimento referido no § 2 º caberá apenas agravo interno. § 4 o A escolha feita pelo presidente ou vice-presidente do tribunal de justiça ou do tribunal regional federal não vinculará o relator no tribunal superior, que poderá selecionar outros recursos representativos da controvérsia. § 5 o O relator em tribunal superior também poderá selecionar 2 (dois) ou mais recursos representativos da controvérsia para julgamento da questão de direito independentemente da iniciativa do presidente ou do vice-presidente do tribunal de origem.",2016-08-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12104 > 12110,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em pauta > Para análise da admissão do recurso repetitivo
Para Julgamento,12115,12104,,Inclusão em pauta para julgamento de mérito,Sim,CPC 2015,358 e 934,,"Art. 358. No dia e na hora designados, o juiz declarará aberta a audiência de instrução e julgamento e mandará apregoar as partes e os respectivos advogados, bem como outras pessoas que dela devam participar. .............................................................. Art. 934. Em seguida, os autos serão apresentados ao presidente, que designará dia para julgamento, ordenando, em todas as hipóteses previstas neste Livro, a publicação da pauta no órgão oficial.",2016-08-24 00:00:00,2024-09-26 13:26:03,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12104 > 12115,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em pauta > Para Julgamento
Inclusão em Pauta de Sessão Virtual,12105,12103,,Inclusão em pauta de sessão virtual,Sim,CPC 2015,"193, 934 e 935",,"Movimento a ser utilizado quando o julgamento se der em sessão virtual, assim entendida como aquela em que as votações são realizadas exclusivamente pelo sistema, a exemplo do “plenário virtual” do STF. Se o julgamento se der em sessão presencial/telepresencial, utilizar movimento “1204 – Inclusão em pauta”, “897 - Retirada de pauta” e “12311 Pedido de Inclusão”.",2016-08-24 00:00:00,2024-09-26 13:06:41,,,3,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12105,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em Pauta de Sessão Virtual
Para análise da admissão do IRDR,12112,12105,,Inclusão do processo para julgamento eletrônico para análise da admissão do IRDR,Sim,CPC 2015,981 e 982,,"Art. 981. Após a distribuição, o órgão colegiado competente para julgar o incidente procederá ao seu juízo de admissibilidade, considerando a presença dos pressupostos do art. 976. Art. 982. Admitido o incidente, o relator: I - suspenderá os processos pendentes, individuais ou coletivos, que tramitam no Estado ou na região, conforme o caso; II - poderá requisitar informações a órgãos em cujo juízo tramita processo no qual se discute o objeto do incidente, que as prestarão no prazo de 15 (quinze) dias; III - intimará o Ministério Público para, querendo, manifestar-se no prazo de 15 (quinze) dias. § 1 o A suspensão será comunicada aos órgãos jurisdicionais competentes. § 2 o Durante a suspensão, o pedido de tutela de urgência deverá ser dirigido ao juízo onde tramita o processo suspenso. § 3 o Visando à garantia da segurança jurídica, qualquer legitimado mencionado no art. 977, incisos II e III, poderá requerer, ao tribunal competente para conhecer do recurso extraordinário ou especial, a suspensão de todos os processos individuais ou coletivos em curso no território nacional que versem sobre a questão objeto do incidente já instaurado. § 4 o Independentemente dos limites da competência territorial, a parte no processo em curso no qual se discuta a mesma questão objeto do incidente é legitimada para requerer a providência prevista no § 3 o deste artigo. § 5 o Cessa a suspensão a que se refere o inciso I do caput deste artigo se não for interposto recurso especial ou recurso extraordinário contra a decisão proferida no incidente.",2016-08-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12105 > 12112,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em Pauta de Sessão Virtual > Para análise da admissão do IRDR
Para análise da admissão do recurso repetitivo,12109,12105,,Inclusão do processo para julgamento eletrônico para análise da admissão do recurso repetitivo,Sim,CPC,1.036,,"Art. 1.036. Sempre que houver multiplicidade de recursos extraordinários ou especiais com fundamento em idêntica questão de direito, haverá afetação para julgamento de acordo com as disposições desta Subseção, observado o disposto no Regimento Interno do Supremo Tribunal Federal e no do Superior Tribunal de Justiça. § 1 o O presidente ou o vice-presidente de tribunal de justiça ou de tribunal regional federal selecionará 2 (dois) ou mais recursos representativos da controvérsia, que serão encaminhados ao Supremo Tribunal Federal ou ao Superior Tribunal de Justiça para fins de afetação, determinando a suspensão do trâmite de todos os processos pendentes, individuais ou coletivos, que tramitem no Estado ou na região, conforme o caso. § 2 o O interessado pode requerer, ao presidente ou ao vice-presidente, que exclua da decisão de sobrestamento e inadmita o recurso especial ou o recurso extraordinário que tenha sido interposto intempestivamente, tendo o recorrente o prazo de 5 (cinco) dias para manifestar-se sobre esse requerimento. § 3 º Da decisão que indeferir o requerimento referido no § 2 º caberá apenas agravo interno. § 4 o A escolha feita pelo presidente ou vice-presidente do tribunal de justiça ou do tribunal regional federal não vinculará o relator no tribunal superior, que poderá selecionar outros recursos representativos da controvérsia. § 5 o O relator em tribunal superior também poderá selecionar 2 (dois) ou mais recursos representativos da controvérsia para julgamento da questão de direito independentemente da iniciativa do presidente ou do vice-presidente do tribunal de origem.",2016-08-24 00:00:00,,,,4,M,78_Tabela_Movimentos_STJ.sql,14 > 48 > 12103 > 12105 > 12109,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Pauta > Inclusão em Pauta de Sessão Virtual > Para análise da admissão do recurso repetitivo
