documento,codigo,codigo_pai,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,tipo_item,fonte,caminho_codigos,caminho_rotulos
Certificação do Decurso de Prazo,570,409,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 570,Internos > Despacho > Certificação do Decurso de Prazo
Citação,571,409,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 571,Internos > Despacho > Citação
Citação (Outros),801,571,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 571 > 801,Internos > Despacho > Citação > Citação (Outros)
Citação e Intimação para Audiência de Conciliação,802,571,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 571 > 802,Internos > Despacho > Citação > Citação e Intimação para Audiência de Conciliação
Conversão,572,409,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 572,Internos > Despacho > Conversão
Conversão do Arresto em Penhora,803,572,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 572 > 803,Internos > Despacho > Conversão > Conversão do Arresto em Penhora
Conversão em Diligência,804,572,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 572 > 804,Internos > Despacho > Conversão > Conversão em Diligência
Despacho de Mero Expediente,573,409,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 573,Internos > Despacho > Despacho de Mero Expediente
Despacho de Ofício,14587,409,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 14587,Internos > Despacho > Despacho de Ofício
Despacho Revisor,14588,409,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 14588,Internos > Despacho > Despacho Revisor
Inicial da Execução,574,409,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 574,Internos > Despacho > Inicial da Execução
Intimação,575,409,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 575,Internos > Despacho > Intimação
Intimação (Outros),805,575,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 575 > 805,Internos > Despacho > Intimação > Intimação (Outros)
Intimação para Audiência de Instrução,806,575,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 409 > 575 > 806,Internos > Despacho > Intimação > Intimação para Audiência de Instrução
Dissidência Partidária,406,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 406,Internos > Dissidência Partidária
Documento de Inconsistência,407,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 407,Internos > Documento de Inconsistência
Documento de Inconsistência de Advogado,559,407,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 407 > 559,Internos > Documento de Inconsistência > Documento de Inconsistência de Advogado
Documento de Inconsistência de Jus Postulandi,560,407,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 407 > 560,Internos > Documento de Inconsistência > Documento de Inconsistência de Jus Postulandi
E-mail,410,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 410,Internos > E-mail
Edital,408,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408,Internos > Edital
Edital (Outros),569,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 569,Internos > Edital > Edital (Outros)
Edital de Alienação de Ativos,561,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 561,Internos > Edital > Edital de Alienação de Ativos
Edital de Chamamento,562,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 562,Internos > Edital > Edital de Chamamento
Edital de Citação,563,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 563,Internos > Edital > Edital de Citação
Edital de Convocação de Assembleia de Credores,564,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 564,Internos > Edital > Edital de Convocação de Assembleia de Credores
Edital de Decretação de Falência e Relação de Credores,565,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 565,Internos > Edital > Edital de Decretação de Falência e Relação de Credores
Edital de Intimação,566,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 566,Internos > Edital > Edital de Intimação
Edital de Leilão,567,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 567,Internos > Edital > Edital de Leilão
Edital de Leilão (Outros),797,567,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 567 > 797,Internos > Edital > Edital de Leilão > Edital de Leilão (Outros)
Edital de Leilão 1ª Praça,798,567,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 567 > 798,Internos > Edital > Edital de Leilão > Edital de Leilão 1ª Praça
Edital de Leilão 2ª Praça,799,567,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 567 > 799,Internos > Edital > Edital de Leilão > Edital de Leilão 2ª Praça
Edital de Leilão Único,800,567,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 567 > 800,Internos > Edital > Edital de Leilão > Edital de Leilão Único
Edital de Notificação,568,408,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 408 > 568,Internos > Edital > Edital de Notificação
Guia,411,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411,Internos > Guia
Guia de Acolhimento de Criança e Adolescente,576,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 576,Internos > Guia > Guia de Acolhimento de Criança e Adolescente
Guia de Atualização de Cálculo,577,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 577,Internos > Guia > Guia de Atualização de Cálculo
Guia de Cálculo,578,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 578,Internos > Guia > Guia de Cálculo
Guia de Custas,579,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 579,Internos > Guia > Guia de Custas
Guia de Depósito Judicial,580,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 580,Internos > Guia > Guia de Depósito Judicial
Guia de Execução de Medida Socioeducativa Diversa da Internação,15520,411,2024-11-29 15:19:54,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15520,Internos > Guia > Guia de Execução de Medida Socioeducativa Diversa da Internação
Guia de Execução Definitiva de Medida Socioeducativa Diversa da Internaçãoi,15521,15520,2024-11-29 15:23:51,2024-11-29 15:27:11,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15520 > 15521,Internos > Guia > Guia de Execução de Medida Socioeducativa Diversa da Internação > Guia de Execução Definitiva de Medida Socioeducativa Diversa da Internaçãoi
Guia de Execução Provisória de Medida Socioeducativa Diversa da Internação,15522,15520,2024-11-29 15:25:46,2024-11-29 15:27:27,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15520 > 15522,Internos > Guia > Guia de Execução de Medida Socioeducativa Diversa da Internação > Guia de Execução Provisória de Medida Socioeducativa Diversa da Internação
Guia de Execução para Tratamento Ambulatorial,15364,411,2024-04-09 13:43:15,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15364,Internos > Guia > Guia de Execução para Tratamento Ambulatorial
Guia de Execução Penal,581,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 581,Internos > Guia > Guia de Execução Penal
Guia de Fiança,582,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 582,Internos > Guia > Guia de Fiança
Guia de Internação,15361,411,2024-04-09 13:39:24,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15361,Internos > Guia > Guia de Internação
Guia de Internação Definitiva,15363,15361,2024-04-09 13:41:51,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15361 > 15363,Internos > Guia > Guia de Internação > Guia de Internação Definitiva
Guia de Internação Provisória,15362,15361,2024-04-09 13:40:31,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15361 > 15362,Internos > Guia > Guia de Internação > Guia de Internação Provisória
Guia Unificadora (Res. CNJ 165),15523,15361,2024-11-29 15:30:48,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 15361 > 15523,Internos > Guia > Guia de Internação > Guia Unificadora (Res. CNJ 165)
Guia de Multa,583,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 583,Internos > Guia > Guia de Multa
Guia de Preparo,584,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 584,Internos > Guia > Guia de Preparo
Guia de Recolhimento,585,411,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 585,Internos > Guia > Guia de Recolhimento
Guia de Recolhimento da União - GRU,14589,411,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 411 > 14589,Internos > Guia > Guia de Recolhimento da União - GRU
Informação,412,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412,Internos > Informação
Espelho da Base,14590,412,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 14590,Internos > Informação > Espelho da Base
Espelho de Eleitor,14591,412,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 14591,Internos > Informação > Espelho de Eleitor
Informação,586,412,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 586,Internos > Informação > Informação
Informação - Corregedoria,14592,412,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 14592,Internos > Informação > Informação - Corregedoria
Informação de candidato,587,412,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 587,Internos > Informação > Informação de candidato
Informação de coligação,588,412,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 588,Internos > Informação > Informação de coligação
Informação de partido,589,412,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 589,Internos > Informação > Informação de partido
Informação de Revogação,15352,412,2024-04-09 13:21:47,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352,Internos > Informação > Informação de Revogação
Informação de Revogação Parcial,15355,15352,2024-04-09 13:27:22,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352 > 15355,Internos > Informação > Informação de Revogação > Informação de Revogação Parcial
Informação de Revogação Parcial de Acompanhamento das Medidas Diversas da Prisão,15358,15355,2024-04-09 13:33:31,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352 > 15355 > 15358,Internos > Informação > Informação de Revogação > Informação de Revogação Parcial > Informação de Revogação Parcial de Acompanhamento das Medidas Diversas da Prisão
Informação de Revogação Parcial de Mandado de Monitoramento Eletrônico,15356,15355,2024-04-09 13:29:04,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352 > 15355 > 15356,Internos > Informação > Informação de Revogação > Informação de Revogação Parcial > Informação de Revogação Parcial de Mandado de Monitoramento Eletrônico
Informação de Revogação Total,15353,15352,2024-04-09 13:23:21,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352 > 15353,Internos > Informação > Informação de Revogação > Informação de Revogação Total
Informação da Revogação Total de Acompanhamento das Medidas Diversas da Prisão,15357,15353,2024-04-09 13:31:06,2024-04-09 13:34:54,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352 > 15353 > 15357,Internos > Informação > Informação de Revogação > Informação de Revogação Total > Informação da Revogação Total de Acompanhamento das Medidas Diversas da Prisão
Informação de Revogação Total do Mandado de Monitoramento Eletrônico,15354,15353,2024-04-09 13:25:11,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15352 > 15353 > 15354,Internos > Informação > Informação de Revogação > Informação de Revogação Total > Informação de Revogação Total do Mandado de Monitoramento Eletrônico
Informação Processual,14593,412,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 14593,Internos > Informação > Informação Processual
Link para Acesso a Sala de Audiência Virtual,15267,412,2023-09-29 12:23:12,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15267,Internos > Informação > Link para Acesso a Sala de Audiência Virtual
Prorrogação de Mandado de Prisão Temporária,15341,412,2024-04-09 12:59:56,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15341,Internos > Informação > Prorrogação de Mandado de Prisão Temporária
Transferência de Documentos por Declínio de Competência,15330,412,2024-04-09 12:40:30,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 412 > 15330,Internos > Informação > Transferência de Documentos por Declínio de Competência
Instrução Normativa,413,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 413,Internos > Instrução Normativa
Malote Digital,414,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 414,Internos > Malote Digital
Mandado,415,2,2021-01-14 00:00:00,,,,1,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415,Internos > Mandado
Contramandado,590,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 590,Internos > Mandado > Contramandado
Devolução de Mandado,14594,415,2021-03-23 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 14594,Internos > Mandado > Devolução de Mandado
Diligência de Carta Precatória,591,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 591,Internos > Mandado > Diligência de Carta Precatória
Formal de Partilha,592,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 592,Internos > Mandado > Formal de Partilha
Mandado (Outros),647,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 647,Internos > Mandado > Mandado (Outros)
Mandado de Abrigamento,593,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 593,Internos > Mandado > Mandado de Abrigamento
Mandado de Acompanhamento,594,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 594,Internos > Mandado > Mandado de Acompanhamento
Mandado de Afastamento,595,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 595,Internos > Mandado > Mandado de Afastamento
Mandado de Afastamento (Outros),807,595,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 595 > 807,Internos > Mandado > Mandado de Afastamento > Mandado de Afastamento (Outros)
Mandado de Afastamento e Intimação para Audiência e Outras Medidas (Lei n. 11340/2006),808,595,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 595 > 808,Internos > Mandado > Mandado de Afastamento > Mandado de Afastamento e Intimação para Audiência e Outras Medidas (Lei n. 11340/2006)
Mandado de Apreensão,597,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 597,Internos > Mandado > Mandado de Apreensão
Mandado de Apresentação de Criança e Adolescente,596,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 596,Internos > Mandado > Mandado de Apresentação de Criança e Adolescente
Mandado de Arrecadação,598,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 598,Internos > Mandado > Mandado de Arrecadação
Mandado de Arresto,600,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 600,Internos > Mandado > Mandado de Arresto
Mandado de Arresto (Outros),809,600,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 600 > 809,Internos > Mandado > Mandado de Arresto > Mandado de Arresto (Outros)
Mandado de Arresto e Avaliação,810,600,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 600 > 810,Internos > Mandado > Mandado de Arresto > Mandado de Arresto e Avaliação
Mandado de Arrolamento,601,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 601,Internos > Mandado > Mandado de Arrolamento
Mandado de Atendimento Médico,602,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 602,Internos > Mandado > Mandado de Atendimento Médico
Mandado de Avaliação,603,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 603,Internos > Mandado > Mandado de Avaliação
Mandado de Avaliação (Outros),811,603,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 603 > 811,Internos > Mandado > Mandado de Avaliação > Mandado de Avaliação (Outros)
Mandado de Avaliação e Remoção,812,603,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 603 > 812,Internos > Mandado > Mandado de Avaliação > Mandado de Avaliação e Remoção
Mandado de Avaliação Indireta,813,603,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 603 > 813,Internos > Mandado > Mandado de Avaliação > Mandado de Avaliação Indireta
Mandado de Averbação,604,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 604,Internos > Mandado > Mandado de Averbação
Mandado de Averbação (Outros),909,604,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 604 > 909,Internos > Mandado > Mandado de Averbação > Mandado de Averbação (Outros)
Mandado de Averbação de Sentença,908,604,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 604 > 908,Internos > Mandado > Mandado de Averbação > Mandado de Averbação de Sentença
Mandado de Averbação de Sentença em Registro Civil,910,908,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 604 > 908 > 910,Internos > Mandado > Mandado de Averbação > Mandado de Averbação de Sentença > Mandado de Averbação de Sentença em Registro Civil
Mandado de Averbação de Sentença em Registro de Imóveis,911,908,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 604 > 908 > 911,Internos > Mandado > Mandado de Averbação > Mandado de Averbação de Sentença > Mandado de Averbação de Sentença em Registro de Imóveis
Mandado de Averbação e Cancelamento de Novo Registro,907,604,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 604 > 907,Internos > Mandado > Mandado de Averbação > Mandado de Averbação e Cancelamento de Novo Registro
Mandado de Averiguação,605,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 605,Internos > Mandado > Mandado de Averiguação
Mandado de Busca,606,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 606,Internos > Mandado > Mandado de Busca
Mandado de Busca e Apreensão,607,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607,Internos > Mandado > Mandado de Busca e Apreensão
Mandado de Busca e Apreensão (Outros),814,607,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 814,Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca e Apreensão (Outros)
Mandado de Busca e Apreensão de Autos,815,607,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 815,Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca e Apreensão de Autos
Mandado de Busca e Apreensão de Criança e Adolescente,816,607,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 816,Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca e Apreensão de Criança e Adolescente
Mandado de Busca e Apreensão de Criança e Adolescente por Autoridade Policial,912,816,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 816 > 912,Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca e Apreensão de Criança e Adolescente > Mandado de Busca e Apreensão de Criança e Adolescente por Autoridade Policial
Mandado de Busca e Apreensão de Criança e Adolescente por Oficial de Justiça,913,816,2021-01-14 00:00:00,,,,4,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 816 > 913,Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca e Apreensão de Criança e Adolescente > Mandado de Busca e Apreensão de Criança e Adolescente por Oficial de Justiça
Mandado de Busca e Apreensão de Pessoa por Oficial de Justiça,817,607,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 817,Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca e Apreensão de Pessoa por Oficial de Justiça
"Mandado de Busca, Apreensão e Depósito",818,607,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 607 > 818,"Internos > Mandado > Mandado de Busca e Apreensão > Mandado de Busca, Apreensão e Depósito"
Mandado de Citação,608,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608,Internos > Mandado > Mandado de Citação
Mandado de Citação (Outros),819,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 819,Internos > Mandado > Mandado de Citação > Mandado de Citação (Outros)
Mandado de Citação e Separação de Corpos,820,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 820,Internos > Mandado > Mandado de Citação > Mandado de Citação e Separação de Corpos
Mandado de Citação por Via Postal,821,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 821,Internos > Mandado > Mandado de Citação > Mandado de Citação por Via Postal
"Mandado de Citação, Intimação e Imissão na Posse",822,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 822,"Internos > Mandado > Mandado de Citação > Mandado de Citação, Intimação e Imissão na Posse"
"Mandado de Citação, Intimação e Manutenção de Posse",823,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 823,"Internos > Mandado > Mandado de Citação > Mandado de Citação, Intimação e Manutenção de Posse"
"Mandado de Citação, Intimação, Penhora e Avaliação",824,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 824,"Internos > Mandado > Mandado de Citação > Mandado de Citação, Intimação, Penhora e Avaliação"
"Mandado de Citação, Penhora e Avaliação",825,608,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 608 > 825,"Internos > Mandado > Mandado de Citação > Mandado de Citação, Penhora e Avaliação"
Mandado de Comparecimento em Audiência Admonitória,609,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 609,Internos > Mandado > Mandado de Comparecimento em Audiência Admonitória
Mandado de Complemento de Diligência e Informações,610,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 610,Internos > Mandado > Mandado de Complemento de Diligência e Informações
Mandado de Condução Coercitiva,611,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 611,Internos > Mandado > Mandado de Condução Coercitiva
Mandado de Constatação,612,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 612,Internos > Mandado > Mandado de Constatação
Mandado de Convocação,613,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 613,Internos > Mandado > Mandado de Convocação
Mandado de Convocação (Outros),826,613,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 613 > 826,Internos > Mandado > Mandado de Convocação > Mandado de Convocação (Outros)
Mandado de Convocação de Jurado,827,613,2021-01-14 00:00:00,,,,3,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 613 > 827,Internos > Mandado > Mandado de Convocação > Mandado de Convocação de Jurado
Mandado de Demarcação,614,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 614,Internos > Mandado > Mandado de Demarcação
Mandado de Depósito,615,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 615,Internos > Mandado > Mandado de Depósito
Mandado de Desconto de Pensão Alimentícia,616,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 616,Internos > Mandado > Mandado de Desconto de Pensão Alimentícia
Mandado de Desinternação,617,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 617,Internos > Mandado > Mandado de Desinternação
Mandado de Desocupação,618,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 618,Internos > Mandado > Mandado de Desocupação
Mandado de Despejo,619,415,2021-01-14 00:00:00,,,,2,D,78_Tabela_Documentos_Processuais_Impressao.sql,2 > 415 > 619,Internos > Mandado > Mandado de Despejo
